"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5Q7JIGE8","journalArticle","1962","Hurley, John R.; Cattell, Raymond B.","The procrustes program: Producing direct rotation to test a hypothesized factor structure","Behavioral Science","","00057940, 10991743","10.1002/bs.3830070216","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830070216","","1962-04","2025-05-21 01:53:06","2025-07-16 10:36:27","2025-05-21 01:53:06","258-262","","2","7","","Syst. Res.","The procrustes program","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/3QP7D4V7/Hurley and Cattell - 1962 - The procrustes program Producing direct rotation .pdf","","Program: Procrustes; Discipline: Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B892CTIA","journalArticle","1962","Wrigley, Charles F.","Introduction: The increasing use of computers","Behavioral Science","","00057940, 10991743","10.1002/bs.3830070311","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830070311","","1962","2025-05-21 02:01:29","2025-07-17 06:48:03","2025-05-21 02:01:29","396-396","","3","7","","Syst. Res.","Introduction","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/KQ3IL4PH/Wrigley - 1962 - Introduction The increasing use of computers.pdf","","Discipline: Psychology; Computer: Univac; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A84H3VPI","journalArticle","1962","White, Benjamin W.","Computer applications to psychological research: Studies in perception","Behavioral Science","","00057940, 10991743","10.1002/bs.3830070312","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830070312","","1962","2025-05-21 02:02:07","2025-07-17 06:47:45","2025-05-21 02:02:07","396-401","","3","7","","Syst. Res.","Computer applications to psychological research","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/IYVQG25B/White - 1962 - Computer applications to psychological research S.pdf","","Discipline: Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B36E8JGQ","journalArticle","1962","Simmons, Robert F.; Klein, Sheldon; McConlogue, Keren","Toward the synthesis of human language behavior","Behavioral Science","","00057940, 10991743","10.1002/bs.3830070313","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830070313","","1962","2025-05-21 02:02:39","2025-07-17 04:31:52","2025-05-21 02:02:39","402-407","","3","7","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/LBM9X77X/Simmons et al. - 1962 - Toward the synthesis of human language behavior.pdf","","Computer: IBM 7090; Discipline: Natural Language Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZAW5AFB","journalArticle","1962","Borko, Harold","Computer simulation of neurophysiological and social systems","Behavioral Science","","00057940, 10991743","10.1002/bs.3830070314","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830070314","","1962","2025-05-21 02:03:30","2025-07-16 00:11:09","2025-05-21 02:03:30","407-412","","3","7","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/MWNGV5EP/Borko - 1962 - Computer simulation of neurophysiological and soci.pdf","","Discipline: Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGP5GTLK","journalArticle","1962","Lingoes, James C.","Information processing in psychological research","Behavioral Science","","00057940, 10991743","10.1002/bs.3830070315","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830070315","","1962","2025-05-21 02:04:07","2025-07-17 00:19:40","2025-05-21 02:04:07","412-417","","3","7","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/6CTVK6FE/Lingoes - 1962 - Information processing in psychological research.pdf","","Discipline: Psychology; Computer: IBM 704; Computer: IBM 709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3T8A3CFQ","journalArticle","1962","Stone, Philip J.; Bales, Robert F.; Namenwirth, J. Zvi; Ogilvie, Daniel M.","The general inquirer: A computer system for content analysis and retrieval based on the sentence as a unit of information","Behavioral Science","","00057940, 10991743","10.1002/bs.3830070412","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830070412","","1962","2025-05-21 02:04:56","2025-10-16 10:00:12","2025-05-21 02:04:56","484-498","","4","7","","Syst. Res.","The general inquirer","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/AXNKY9QY/Stone et al. - 1962 - The general inquirer A computer system for conten.pdf","","Not a specific discipline; Computer: IBM 7090; Program: The General Inquirer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQJE7SWY","journalArticle","1963","Smith, Robert E.","Examination by computer","Behavioral Science","","00057940, 10991743","10.1002/bs.3830080110","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830080110","","1963","2025-05-21 02:23:05","2025-07-17 04:45:55","2025-05-21 02:23:05","76-79","","1","8","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/R799NGWX/Smith - 1963 - Examination by computer.pdf","","Discipline: Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5XYX2WN","journalArticle","1963","Kleinmuntz, Benjamin","A portrait of the computer as a young clinician","Behavioral Science","","00057940, 10991743","10.1002/bs.3830080210","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830080210","","1963","2025-05-21 02:26:25","2025-07-16 11:03:15","2025-05-21 02:26:25","154-156","","2","8","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/HYCEAD2S/Kleinmuntz - 1963 - A portrait of the computer as a young clinician.pdf","","Discipline: Psychology; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45KB7Q4Q","journalArticle","1963","Cattell, Raymond B.; Foster, Merlin J.","The rotoplot program for multiple, single-plane, visually-guided rotation","Behavioral Science","","00057940, 10991743","10.1002/bs.3830080211","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830080211","","1963","2025-05-21 02:26:55","2025-07-16 00:58:26","2025-05-21 02:26:55","156-165","","2","8","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/BP437SZK/Cattell and Foster - 1963 - The rotoplot program for multiple, single-plane, v.pdf","","Program: RotoPlot; Discipline: Statistics; Computer: Illiac; Computer: IBM 7090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYRBZM6Y","journalArticle","1963","Tarver, James D.","Computer programs for estimating and projecting county, city, and other local subdivisional populations","Behavioral Science","","00057940, 10991743","10.1002/bs.3830080212","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830080212","","1963","2025-05-21 02:27:35","2025-07-17 04:57:07","2025-05-21 02:27:35","165-168","","2","8","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/INMZRDUA/Tarver - 1963 - Computer programs for estimating and projecting co.pdf","","Computer: IBM 650; Discipline: Demography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VIDTD3R","journalArticle","1963","Vandenberg, Steven G.","Teaching behavioral scientists how to use their brains","Behavioral Science","","00057940, 10991743","10.1002/bs.3830080312","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830080312","","1963","2025-05-21 02:31:05","2025-07-17 06:27:15","2025-05-21 02:31:05","247-250","","3","8","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/PTUMDUL8/Vandenberg - 1963 - Teaching behavioral scientists how to use their br.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JKNIQ22","journalArticle","1963","Ames, Richard G.","Computer programming philosophy in a sociology department: Theory and application","Behavioral Science","","00057940, 10991743","10.1002/bs.3830080314","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830080314","","1963","2025-05-21 02:31:44","2025-07-07 07:20:18","2025-05-21 02:31:44","257-259","","3","8","","Syst. Res.","Computer programming philosophy in a sociology department","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/U2G5AXMQ/Ames - 1963 - Computer programming philosophy in a sociology dep.pdf","","Discipline: Sociology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VL8FCN86","journalArticle","1963","Ozkaptan, Halim","Computer simulation of man-integrated systems","Behavioral Science","","00057940, 10991743","10.1002/bs.3830080315","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830080315","","1963","2025-05-21 02:32:09","2025-07-17 04:01:18","2025-05-21 02:32:09","259-266","","3","8","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/KNGBY29D/Ozkaptan - 1963 - Computer simulation of man-integrated systems.pdf","","Discipline: Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H69GX2IT","journalArticle","1963","Thiele, T. N.; Lemke, R. R.; Fu, K. S.","A digital computer card-playing program","Behavioral Science","","00057940, 10991743","10.1002/bs.3830080411","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830080411","","1963","2025-05-21 02:36:20","2025-07-30 05:22:11","2025-05-21 02:36:20","362-368","","4","8","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/D4C6AR69/Thiele et al. - 1963 - A digital computer card-playing program.pdf","","Computer: RPC-4000; Discipline: Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JD7MK46W","journalArticle","1964","Meier, Richard L.; Blakelock, Edwin H.; Hinomoto, Hirohide","Simulation of ecological relationships","Behavioral Science","","00057940, 10991743","10.1002/bs.3830090111","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830090111","","1964","2025-05-21 04:31:05","2025-07-17 02:26:46","2025-05-21 04:31:05","67-76","","1","9","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/CVPU43AE/Meier et al. - 1964 - Simulation of ecological relationships.pdf","","Discipline: Behavioural science; Computer: IBM 709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"542CGFR4","journalArticle","1964","Dingman, Harvey F.; Miller, Curtis R.; Eyman, Richard K.","A comparison between two analytic rotational solutions where the number of factors is indeterminate","Behavioral Science","","00057940, 10991743","10.1002/bs.3830090112","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830090112","","1964","2025-05-21 04:33:33","2025-07-16 03:22:53","2025-05-21 04:33:33","76-80","","1","9","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/VBRZT533/Dingman et al. - 1964 - A comparison between two analytic rotational solut.pdf","","Discipline: Statistics; Computer: IBM 7090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
